VRLOG
Date	Time	U panels	U acku	I out	I in	P out	P in
2014-7-21	17:59:32	32.485245	12.469083	2.393973	2.807617	29.850649	91.206131

2014-7-21	18:00:02	32.485245	12.461203	2.398695	2.583008	29.890631	83.909637

2014-7-21	18:00:32	32.487095	12.465143	2.406958	2.685547	30.003077	87.245613

2014-7-21	18:01:02	32.483398	12.469083	2.382169	2.783203	29.703457	90.407898

2014-7-21	18:01:32	32.485245	12.463169	2.391612	2.712402	29.807068	88.113052

2014-7-21	18:02:02	32.483398	12.469083	2.364462	2.773438	29.482668	90.090675

2014-7-21	18:02:32	32.483398	12.469083	2.389251	2.797852	29.791769	90.883728

2014-7-21	18:03:02	32.485245	12.469083	2.385710	2.802734	29.747610	91.047516

2014-7-21	18:03:32	32.483398	12.467113	2.378627	2.678223	29.654613	86.997772

2014-7-21	18:04:03	32.476009	12.467113	2.384530	2.661133	29.728201	86.422974

2014-7-21	18:04:33	32.483398	12.467113	2.365642	2.675781	29.492727	86.918472

2014-7-21	18:05:03	32.481552	12.467113	2.375085	2.614746	29.610456	84.931015

2014-7-21	18:05:33	32.481552	12.467113	2.417583	2.775879	30.140274	90.164856

2014-7-21	18:06:03	32.485245	12.469083	2.389251	2.812500	29.791771	91.364754

2014-7-21	18:06:33	32.479702	12.469083	2.391612	2.712402	29.821211	88.098022

2014-7-21	18:07:03	32.485245	12.467113	2.362101	2.648926	29.448578	86.051003

2014-7-21	18:07:33	32.483398	12.467113	2.349116	2.646484	29.286688	85.966805

2014-7-21	18:08:03	32.485245	12.469083	2.379808	2.731934	29.674019	88.747528

2014-7-21	18:08:33	32.483398	12.469083	2.434109	2.792969	30.351103	90.725113

2014-7-21	18:09:03	32.485245	12.469083	2.347935	2.749023	29.276596	89.302696

2014-7-21	18:09:33	32.485245	12.469083	2.360920	2.758789	29.438507	89.619942

2014-7-21	18:10:03	32.485245	12.469083	2.358559	2.822266	29.409073	91.681992

2014-7-21	18:10:33	32.485245	12.467113	2.363281	2.705078	29.463295	87.875122

2014-7-21	18:11:03	32.483398	12.467113	2.385710	2.705078	29.742918	87.870132

2014-7-21	18:11:33	32.481552	12.467113	2.364461	2.644043	29.478008	85.882622

2014-7-21	18:12:03	32.483398	12.469083	2.343213	2.695312	29.217720	87.552910

2014-7-21	18:12:33	32.485245	12.467113	2.331409	2.631836	29.065939	85.495834

2014-7-21	18:13:03	32.483398	12.469083	2.362100	2.683105	29.453224	87.156387

2014-7-21	18:13:33	32.481552	12.467113	2.346755	2.690430	29.257257	87.389336

2014-7-21	18:14:04	32.483398	12.469083	2.346755	2.634277	29.261883	85.570282

2014-7-21	18:14:34	32.483398	12.469083	2.389251	2.700195	29.791771	87.711517

2014-7-21	18:15:04	32.485245	12.469083	2.371545	2.770996	29.570986	90.016487

2014-7-21	18:15:34	32.485245	12.469083	2.377446	2.839355	29.644577	92.237160

2014-7-21	18:16:04	32.483398	12.469083	2.357379	2.829590	29.394350	91.914696

2014-7-21	18:16:34	32.483398	12.469083	2.351476	2.749023	29.320751	89.297623

2014-7-21	18:17:04	32.483398	12.469083	2.317243	2.724609	28.893892	88.504570

2014-7-21	18:17:34	32.481552	12.469083	2.344394	2.719727	29.232439	88.340942

2014-7-21	18:18:04	32.481552	12.467113	2.373905	2.541504	29.595745	82.551994

2014-7-21	18:18:34	32.483398	12.465143	2.362100	2.495117	29.443920	81.049889

2014-7-21	18:19:04	32.485245	12.467113	2.370364	2.561035	29.551594	83.195854

2014-7-21	18:19:34	32.483398	12.469083	2.393973	2.629395	29.850653	85.411667

2014-7-21	18:20:04	32.485245	12.465143	2.380988	2.624512	29.679358	85.257904

2014-7-21	18:20:34	32.481552	12.469083	2.378627	2.749023	29.659298	89.292549

2014-7-21	18:21:04	32.485245	12.469083	2.376266	2.736816	29.629860	88.906151

2014-7-21	18:21:34	32.485245	12.469083	2.384530	2.734375	29.732897	88.826843

2014-7-21	18:22:04	32.481552	12.469083	2.377447	2.746582	29.644579	89.213249

2014-7-21	18:22:34	32.485245	12.469083	2.362101	2.746582	29.453232	89.223389

2014-7-21	18:23:04	32.481552	12.469083	2.351476	2.788086	29.320755	90.561356

2014-7-21	18:23:34	32.483398	12.469083	2.338491	2.761230	29.158840	89.694153

2014-7-21	18:24:05	32.483398	12.467113	2.346755	2.695312	29.257257	87.552910

2014-7-21	18:24:35	32.487095	12.467113	2.388071	2.619629	29.772346	85.104134

2014-7-21	18:25:05	32.481552	12.467113	2.369183	2.697754	29.536875	87.627235

2014-7-21	18:25:35	32.485245	12.469083	2.389251	2.646484	29.791769	85.971695

2014-7-21	18:26:05	32.476009	12.469083	2.365642	2.663574	29.497387	86.502258

2014-7-21	18:26:35	32.487095	12.469083	2.340852	2.734375	29.188284	88.831902

2014-7-21	18:27:05	32.487095	12.469083	2.353837	2.734375	29.350195	88.831902

2014-7-21	18:27:35	32.483398	12.469083	2.359740	2.719727	29.423790	88.345963

2014-7-21	18:28:05	32.483398	12.469083	2.358559	2.734375	29.409069	88.821793

2014-7-21	18:28:35	32.485245	12.469083	2.371544	2.731934	29.570984	88.747528

2014-7-21	18:29:05	32.487099	12.467113	2.402236	2.653809	29.948952	86.214539

2014-7-21	18:29:35	32.485245	12.469083	2.376266	2.624512	29.629858	85.257904

2014-7-21	18:30:05	32.481552	12.467113	2.365642	2.634277	29.492731	85.565414

2014-7-21	18:30:35	32.485245	12.469083	2.342033	2.619629	29.203005	85.099289

2014-7-21	18:31:05	32.483398	12.469083	2.368003	2.529297	29.526827	82.160156

2014-7-21	18:31:35	32.483398	12.469083	2.324326	2.636719	28.982210	85.649582

2014-7-21	18:32:05	32.487095	12.469083	2.372724	2.587891	29.585695	84.073051

2014-7-21	18:32:35	32.487099	12.469083	2.371545	2.619629	29.570986	85.104141

2014-7-21	18:33:05	32.483398	12.469083	2.377446	2.602539	29.644577	84.539314

2014-7-21	18:33:35	32.481552	12.469083	2.353837	2.656250	29.350195	86.279121

2014-7-21	18:34:05	32.488949	12.467113	2.340852	2.570801	29.183674	83.522614

2014-7-21	18:34:36	32.496342	12.467113	2.396334	2.573242	29.875370	83.620956

2014-7-21	18:35:06	32.485249	12.467113	2.380988	2.553711	29.684052	82.957932

2014-7-21	18:35:36	32.485245	12.467113	2.347935	2.502441	29.271975	81.292419

2014-7-21	18:36:06	32.488945	12.469083	2.383349	2.585449	29.718172	83.998520

2014-7-21	18:36:36	32.490795	12.467113	2.383349	2.575684	29.713484	83.686005

2014-7-21	18:37:06	32.500038	12.469083	2.395154	2.619629	29.865370	85.138039

2014-7-21	18:37:36	32.496342	12.469083	2.378627	2.600098	29.659298	84.493660

2014-7-21	18:38:06	32.498192	12.469083	2.408138	2.653809	30.027275	86.243980

2014-7-21	18:38:36	32.512981	12.467113	2.370364	2.692871	29.551596	87.553268

2014-7-21	18:39:06	32.500038	12.469083	2.325506	2.692871	28.996927	87.518410

2014-7-21	18:39:36	32.514828	12.469083	2.334950	2.700195	29.114685	87.796387

2014-7-21	18:40:06	32.524071	12.469083	2.391612	2.746582	29.821209	89.330025

2014-7-21	18:40:36	32.527767	12.469083	2.350296	2.619629	29.306030	85.210678

2014-7-21	18:41:06	32.531460	12.467113	2.360920	2.563477	29.433861	83.393631

2014-7-21	18:41:36	32.538857	12.469083	2.360920	2.607422	29.438509	84.842529

2014-7-21	18:42:06	32.537010	12.467113	2.382169	2.585449	29.698765	84.122787

2014-7-21	18:42:36	32.538857	12.467113	2.369183	2.597656	29.536875	84.524765

2014-7-21	18:43:06	32.540707	12.469083	2.380988	2.644043	29.688738	86.039024

2014-7-21	18:43:36	32.540707	12.469083	2.392793	2.668457	29.835934	86.833481

2014-7-21	18:44:06	32.538857	12.469083	2.365642	2.656250	29.497383	86.431335

2014-7-21	18:44:36	32.538860	12.469083	2.366822	2.656250	29.512106	86.431351

2014-7-21	18:45:06	32.540707	12.469083	2.376266	2.702637	29.629860	87.945709

2014-7-21	18:45:37	32.538860	12.467113	2.365642	2.570801	29.492731	83.650925

2014-7-21	18:46:07	32.538857	12.469083	2.396334	2.556152	29.880089	83.174271

2014-7-21	18:46:37	32.540707	12.469083	2.375086	2.565918	29.615145	83.496780

2014-7-21	18:47:07	32.538860	12.469083	2.401056	2.543945	29.938963	82.777084

2014-7-21	18:47:37	32.537010	12.467113	2.383349	2.617188	29.713480	85.155457

2014-7-21	18:48:07	32.540707	12.469083	2.363281	2.658691	29.467949	86.515694

2014-7-21	18:48:37	32.538860	12.469083	2.398695	2.666016	29.909521	86.749107

2014-7-21	18:49:07	32.538860	12.469083	2.391612	2.631836	29.821205	85.636940

2014-7-21	18:49:37	32.538860	12.469083	2.337311	2.651367	29.144121	86.272469

2014-7-21	18:50:07	32.538857	12.469083	2.362100	2.644043	29.453222	86.034134

2014-7-21	18:50:37	32.540707	12.467113	2.352657	2.512207	29.330843	81.748993

2014-7-21	18:51:07	32.535160	12.467113	2.356198	2.531738	29.374992	82.370514

2014-7-21	18:51:37	32.535160	12.467113	2.355018	2.534180	29.360275	82.449944

2014-7-21	18:52:07	32.538860	12.467113	2.360920	2.526855	29.433857	82.221001

2014-7-21	18:52:37	32.537010	12.467113	2.364462	2.502441	29.478010	81.421959

2014-7-21	18:53:07	32.540707	12.469083	2.369184	2.614746	29.541546	85.085686

2014-7-21	18:53:37	32.537006	12.469083	2.355018	2.634277	29.364914	85.711502

2014-7-21	18:54:07	32.537010	12.469083	2.362100	2.612305	29.453224	84.996582

2014-7-21	18:54:37	32.540707	12.469083	2.368003	2.639160	29.526827	85.880135

2014-7-21	18:55:07	32.540707	12.469083	2.365642	2.631836	29.497383	85.641800

2014-7-21	18:55:37	32.537006	12.469083	2.353837	2.507324	29.350191	81.580826

2014-7-21	18:56:08	32.540707	12.469083	2.353837	2.500000	29.350195	81.351768

2014-7-21	18:56:38	32.540707	12.467113	2.312521	2.534180	28.830467	82.463997

2014-7-21	18:57:08	32.535160	12.469083	2.389251	2.529297	29.791775	82.291077

2014-7-21	18:57:38	32.537006	12.467113	2.353837	2.531738	29.345554	82.375183

2014-7-21	18:58:08	32.540707	12.469083	2.339672	2.622070	29.173563	85.324020

2014-7-21	18:58:38	32.540707	12.469083	2.347935	2.587891	29.276598	84.211792

2014-7-21	18:59:08	32.538860	12.469083	2.373905	2.480469	29.600424	80.711624

2014-7-21	18:59:38	32.537010	12.469083	2.371544	2.468262	29.570984	80.309860

2014-7-21	19:00:08	32.538857	12.469083	2.395154	2.617188	29.865368	85.160286

2014-7-21	19:00:38	32.538857	12.467113	2.336131	2.502441	29.124805	81.426582

2014-7-21	19:01:08	32.538860	12.467113	2.350296	2.458496	29.301405	79.996658

2014-7-21	19:01:38	32.538860	12.469083	2.339672	2.587891	29.173565	84.207008

2014-7-21	19:02:08	32.540707	12.469083	2.384529	2.541504	29.732891	82.702332

2014-7-21	19:02:38	32.540707	12.469083	2.372724	2.543945	29.585695	82.781776

2014-7-21	19:03:08	32.538857	12.469083	2.362101	2.541504	29.453234	82.697632

2014-7-21	19:03:38	32.538857	12.469083	2.351476	2.543945	29.320751	82.777069

2014-7-21	19:04:08	32.540707	12.469083	2.359740	2.526855	29.423794	82.225662

2014-7-21	19:04:38	32.538857	12.469083	2.364461	2.600098	29.482666	84.604202

2014-7-21	19:05:08	32.540707	12.469083	2.349116	2.583008	29.291323	84.052902

2014-7-21	19:05:38	32.540707	12.469083	2.357379	2.697754	29.394354	87.786819

2014-7-21	19:06:08	32.537010	12.469083	2.358559	2.739258	29.409069	89.127258

2014-7-21	19:06:39	32.540707	12.469083	2.390432	2.814941	29.806494	91.600182

2014-7-21	19:07:09	32.538857	12.469083	2.383349	2.766113	29.718182	90.006165

2014-7-21	19:07:39	32.533314	12.469083	2.392792	2.714844	29.835924	88.322861

2014-7-21	19:08:09	32.538860	12.469083	2.344394	2.680664	29.232439	87.225754

2014-7-21	19:08:39	32.538860	12.469083	2.340852	2.644043	29.188280	86.034142

2014-7-21	19:09:09	32.537010	12.469083	2.359740	2.729492	29.423794	88.809517

2014-7-21	19:09:39	32.538857	12.469083	2.358560	2.780762	29.409075	90.482803

2014-7-21	19:10:09	32.540707	12.469083	2.356199	2.800293	29.379635	91.123512

2014-7-21	19:10:39	32.538860	12.469083	2.349116	2.548828	29.291317	82.935959

2014-7-21	19:11:09	32.538860	12.469083	2.334950	2.561035	29.114681	83.333168

2014-7-21	19:11:39	32.533310	12.469083	2.326687	2.568359	29.011648	83.557228

2014-7-21	19:12:09	32.537010	12.467113	2.369183	2.492676	29.536877	81.104218

2014-7-21	19:12:39	32.535164	12.467113	2.308980	2.546387	28.786316	82.847107

2014-7-21	19:13:09	32.533314	12.469083	2.382169	2.595215	29.703457	84.430939

2014-7-21	19:13:39	32.535164	12.469083	2.389251	2.614746	29.791775	85.071190

2014-7-21	19:14:09	32.533314	12.469083	2.377446	2.456055	29.644577	79.903595

2014-7-21	19:14:39	32.538857	12.469083	2.353837	2.512207	29.350191	81.744347

2014-7-21	19:15:09	32.537010	12.469083	2.366822	2.502441	29.512102	81.421959

2014-7-21	19:15:39	32.538860	12.467113	2.375086	2.460938	29.610460	80.076103

2014-7-21	19:16:09	32.538860	12.469083	2.371544	2.617188	29.570984	85.160301

2014-7-21	19:16:40	32.537010	12.469083	2.360920	2.856445	29.438507	92.940193

2014-7-21	19:17:10	32.537010	12.469083	2.346755	2.773438	29.261879	90.239365

2014-7-21	19:17:40	32.535160	12.469083	2.344394	2.534180	29.232439	82.449944

2014-7-21	19:18:10	32.533314	12.469083	2.356198	2.539062	29.379631	82.604118

2014-7-21	19:18:40	32.531467	12.469083	2.336131	2.587891	29.129406	84.187881

2014-7-21	19:19:10	32.531467	12.467113	2.377447	2.458496	29.639896	79.978485

2014-7-21	19:19:40	32.529617	12.467113	2.399875	2.475586	29.919519	80.529861

2014-7-21	19:20:10	32.537010	12.467113	2.340852	2.480469	29.183670	80.707039

2014-7-21	19:20:40	32.535164	12.469083	2.337311	2.456055	29.144121	79.908142

2014-7-21	19:21:10	32.531467	12.469083	2.365642	2.468262	29.497387	80.296173

2014-7-21	19:21:40	32.538860	12.469083	2.364461	2.487793	29.482660	80.949951

2014-7-21	19:22:10	32.537006	12.469083	2.343213	2.531738	29.217720	82.375183

2014-7-21	19:22:40	32.537010	12.469083	2.338491	2.646484	29.158840	86.108688

2014-7-21	19:23:10	32.535164	12.469083	2.326687	2.673340	29.011652	86.977547

2014-7-21	19:23:40	32.537010	12.469083	2.340852	2.758789	29.188284	89.762749

2014-7-21	19:24:10	32.535164	12.469083	2.355018	2.634277	29.364910	85.706642

2014-7-21	19:24:40	32.531464	12.469083	2.350296	2.497559	29.306032	81.249237

2014-7-21	19:25:10	32.531467	12.469083	2.386890	2.526855	29.762335	82.202316

2014-7-21	19:25:40	32.538857	12.469083	2.329048	2.470703	29.041092	80.393852

2014-7-21	19:26:10	32.533314	12.469083	2.319604	2.502441	28.923334	81.412712

2014-7-21	19:26:40	32.531467	12.469083	2.364461	2.492676	29.482666	81.090401

2014-7-21	19:27:11	32.533310	12.469083	2.308980	2.468262	28.790863	80.300720

2014-7-21	19:27:41	32.538860	12.469083	2.380988	2.487793	29.688738	80.949951

2014-7-21	19:28:11	32.538860	12.469083	2.373905	2.585449	29.600420	84.127571

2014-7-21	19:28:41	32.535160	12.469083	2.399876	2.604980	29.924248	84.753456

2014-7-21	19:29:11	32.531467	12.469083	2.373905	2.573242	29.600420	83.711342

2014-7-21	19:29:41	32.538860	12.469083	2.362101	2.585449	29.453232	84.127571

2014-7-21	19:30:11	32.537010	12.469083	2.352657	2.661133	29.335472	86.585304

2014-7-21	19:30:41	32.535160	12.469083	2.384530	2.563477	29.732901	83.403122

2014-7-21	19:31:11	32.537010	12.469083	2.334950	2.448730	29.114681	79.674370

2014-7-21	19:31:41	32.533310	12.469083	2.327867	2.446289	29.026369	79.585876

2014-7-21	19:32:11	32.533310	12.469083	2.320785	2.485352	28.938059	80.856712

2014-7-21	19:32:41	32.537006	12.469083	2.334950	2.495117	29.114685	81.183647

2014-7-21	19:33:11	32.540707	12.469083	2.303077	2.573242	28.717264	83.735123

2014-7-21	19:33:41	32.535164	12.469083	2.352657	2.573242	29.335472	83.720856

2014-7-21	19:34:11	32.538857	12.469083	2.371544	2.551270	29.570984	83.015396

2014-7-21	19:34:41	32.529613	12.469083	2.355018	2.551270	29.364914	82.991814

2014-7-21	19:35:11	32.531467	12.469083	2.334950	2.570801	29.114687	83.631920

2014-7-21	19:35:41	32.533314	12.469083	2.323146	2.475586	28.967499	80.539017

2014-7-21	19:36:11	32.538860	12.469083	2.334950	2.502441	29.114687	81.426590

2014-7-21	19:36:41	32.537010	12.469083	2.365642	2.465820	29.497383	80.230423

2014-7-21	19:37:11	32.535160	12.469083	2.350296	2.590332	29.306036	84.276871

2014-7-21	19:37:41	32.538857	12.469083	2.343213	2.666016	29.217720	86.749100

2014-7-21	19:38:12	32.537010	12.469083	2.342033	2.512207	29.203003	81.739708

2014-7-21	19:38:42	32.540707	12.469083	2.336130	2.541504	29.129404	82.702332

2014-7-21	19:39:12	32.535164	12.469083	2.372725	2.548828	29.585705	82.926544

2014-7-21	19:39:42	32.540707	12.469083	2.336131	2.578125	29.129406	83.894012

2014-7-21	19:40:12	32.535160	12.469083	2.360920	2.580566	29.438509	83.959145

2014-7-21	19:40:42	32.538857	12.467113	2.343213	2.509766	29.213106	81.664902

2014-7-21	19:41:12	32.540707	12.469083	2.344394	2.487793	29.232439	80.954544

2014-7-21	19:41:42	32.537010	12.469083	2.345574	2.524414	29.247158	82.136887

2014-7-21	19:42:12	32.540707	12.469083	2.364462	2.473145	29.482668	80.477867

2014-7-21	19:42:42	32.538857	12.469083	2.350296	2.507324	29.306036	81.585464

2014-7-21	19:43:12	32.538860	12.469083	2.307800	2.536621	28.776144	82.538757

2014-7-21	19:43:42	32.538860	12.469083	2.353837	2.558594	29.350191	83.253723

2014-7-21	19:44:12	32.538860	12.469083	2.353837	2.558594	29.350189	83.253723

2014-7-21	19:44:42	32.538857	12.469083	2.327867	2.641602	29.026369	85.954697

2014-7-21	19:45:12	32.538860	12.469083	2.332589	2.614746	29.085247	85.080856

2014-7-21	19:45:42	32.538857	12.467113	2.332589	2.473145	29.080650	80.473297

2014-7-21	19:46:12	32.540707	12.467113	2.319604	2.419434	28.918766	78.730080

2014-7-21	19:46:42	32.540707	12.469083	2.357378	2.453613	29.394348	79.842308

2014-7-21	19:47:12	32.538860	12.469083	2.339672	2.475586	29.173563	80.552742

2014-7-21	19:47:42	32.537010	12.469083	2.333770	2.480469	29.099966	80.707039

2014-7-21	19:48:12	32.540707	12.469083	2.366822	2.416992	29.512102	78.650635

2014-7-21	19:48:43	32.540707	12.469083	2.327867	2.441406	29.026367	79.445084

2014-7-21	19:49:13	32.538857	12.469083	2.365642	2.519531	29.497383	81.982666

2014-7-21	19:49:43	32.540707	12.469083	2.364461	2.619629	29.482662	85.244576

2014-7-21	19:50:13	32.537010	12.469083	2.365642	2.680664	29.497391	87.220795

2014-7-21	19:50:43	32.538857	12.469083	2.334950	2.585449	29.114685	84.127563

2014-7-21	19:51:13	32.538860	12.469083	2.339672	2.575684	29.173565	83.809807

2014-7-21	19:51:43	32.540707	12.469083	2.345574	2.609863	29.247158	84.926796

2014-7-21	19:52:13	32.540707	12.469083	2.363281	2.622070	29.467949	85.324020

2014-7-21	19:52:43	32.540707	12.469083	2.350296	2.612305	29.306038	85.006241

2014-7-21	19:53:13	32.538860	12.469083	2.329048	2.546387	29.041092	82.856522

2014-7-21	19:53:43	32.538860	12.469083	2.329048	2.429199	29.041088	79.043373

2014-7-21	19:54:13	32.537006	12.469083	2.401056	2.426758	29.938963	78.959435

2014-7-21	19:54:43	32.538860	12.469083	2.339672	2.573242	29.173563	83.730370

2014-7-21	19:55:13	32.540707	12.469083	2.345574	2.541504	29.247156	82.702332

2014-7-21	19:55:43	32.537010	12.469083	2.301898	2.565918	28.702551	83.487297

2014-7-21	19:56:13	32.538860	12.469083	2.343214	2.534180	29.217724	82.459320

2014-7-21	19:56:43	32.538860	12.469083	2.363281	2.563477	29.467949	83.412605

2014-7-21	19:57:13	32.540707	12.469083	2.346755	2.465820	29.261877	80.239532

2014-7-21	19:57:43	32.538860	12.469083	2.373905	2.490234	29.600424	81.029388

2014-7-21	19:58:13	32.540707	12.469083	2.337311	2.463379	29.144125	80.160088

2014-7-21	19:58:43	32.540707	12.469083	2.316063	2.468262	28.879181	80.318977

2014-7-21	19:59:14	32.538860	12.469083	2.334950	2.517090	29.114685	81.903236

2014-7-21	19:59:44	32.537010	12.469083	2.326687	2.746582	29.011648	89.365570

2014-7-21	20:00:14	32.538857	12.469083	2.334950	2.595215	29.114687	84.445320

2014-7-21	20:00:44	32.537010	12.469083	2.339672	2.687988	29.173563	87.459099

2014-7-21	20:01:14	32.527763	12.469083	2.321965	2.805176	28.952774	91.246094

2014-7-21	20:01:44	32.529617	12.469083	2.324326	2.819824	28.982214	91.727806

2014-7-21	20:02:14	32.538857	12.469083	2.300717	2.568359	28.687830	83.571480

2014-7-21	20:02:44	32.538857	12.469083	2.362100	2.429199	29.453224	79.043365

2014-7-21	20:03:14	32.538860	12.469083	2.340852	2.409668	29.188280	78.407852

2014-7-21	20:03:44	32.538860	12.469083	2.347935	2.551270	29.276598	83.015404

2014-7-21	20:04:14	32.540707	12.469083	2.346755	2.434082	29.261879	79.206749

2014-7-21	20:04:44	32.538860	12.469083	2.352657	2.458496	29.335476	79.996658

2014-7-21	20:05:14	32.535160	12.469083	2.345574	2.487793	29.247158	80.940742

2014-7-21	20:05:44	32.535160	12.469083	2.346755	2.492676	29.261883	81.099602

2014-7-21	20:06:14	32.527767	12.469083	2.355018	2.524414	29.364916	82.113556

2014-7-21	20:06:44	32.529613	12.469083	2.346755	2.575684	29.261879	83.785995

2014-7-21	20:07:14	32.533310	12.467113	2.336130	2.568359	29.124804	83.557228

2014-7-21	20:07:44	32.520374	12.469083	2.364462	2.590332	29.482668	84.238564

2014-7-21	20:08:14	32.520374	12.469083	2.325507	2.602539	28.996935	84.635544

2014-7-21	20:08:44	32.529617	12.469083	2.318424	2.597656	28.908615	84.500763

2014-7-21	20:09:14	32.522224	12.469083	2.332589	2.529297	29.085251	82.258362

2014-7-21	20:09:45	32.514832	12.469083	2.308980	2.541504	28.790865	82.636574

2014-7-21	20:10:15	32.512981	12.469083	2.337311	2.551270	29.144121	82.949379

2014-7-21	20:10:45	32.507435	12.469083	2.337311	2.541504	29.144125	82.617775

2014-7-21	20:11:15	32.488945	12.469083	2.347935	2.543945	29.276598	82.650101

2014-7-21	20:11:45	32.464928	12.469083	2.350296	2.709961	29.306036	87.978683

2014-7-21	20:12:15	32.463074	12.469083	2.345574	2.722168	29.247156	88.369942

2014-7-21	20:12:45	32.420574	12.469083	2.338491	2.658691	29.158838	86.196304

2014-7-21	20:13:15	32.444603	12.469083	2.334950	2.626953	29.114685	85.230453

2014-7-21	20:13:45	30.452620	12.469083	2.329048	2.858887	29.041092	87.060593

2014-7-21	20:14:15	31.744270	12.469083	2.351476	2.695312	29.320751	85.560730

2014-7-21	20:14:45	31.686987	12.469083	2.303078	2.775879	28.717270	87.959236

2014-7-21	20:15:15	31.762753	12.469083	2.352657	2.761230	29.335472	87.704277

2014-7-21	20:15:45	31.759050	12.469083	2.346755	2.680664	29.261883	85.135345

2014-7-21	20:16:15	32.023293	12.469083	2.337311	2.619629	29.144121	83.889145

2014-7-21	20:16:45	31.993732	12.469083	2.356198	2.597656	29.379629	83.108719

2014-7-21	20:17:15	32.060253	12.469083	2.385710	2.573242	29.747610	82.498795

2014-7-21	20:17:45	32.182209	12.469083	2.325507	2.526855	28.996935	81.319794

2014-7-21	20:18:15	31.960470	12.469083	2.349116	2.607422	29.291317	83.334427

2014-7-21	20:18:45	31.999273	12.469083	2.317243	2.609863	28.893900	83.513725

2014-7-21	20:19:15	32.041775	12.469083	2.363281	2.592773	29.467949	83.077065

2014-7-21	20:19:46	32.017750	12.469083	2.350296	2.553711	29.306036	81.764076

2014-7-21	20:20:16	32.021450	12.469083	2.357379	2.551270	29.394354	81.695351

2014-7-21	20:20:46	31.868078	12.467113	2.351476	2.453613	29.316120	78.191940

2014-7-21	20:21:16	32.167427	12.467113	2.293634	2.431641	28.594995	78.219620

2014-7-21	20:21:46	31.766443	12.465143	2.338491	2.414551	29.149628	76.701691

2014-7-21	20:22:16	32.137859	12.465143	2.300717	2.390137	28.678762	76.813881

2014-7-21	20:22:46	32.123081	12.465143	2.338492	2.370605	29.149633	76.151154

2014-7-21	20:23:16	32.143406	12.465143	2.366822	2.421875	29.502781	77.847313

2014-7-21	20:23:46	31.856991	12.463174	2.329048	2.399902	29.027328	76.453667

2014-7-21	20:24:16	32.104603	12.457264	2.320785	2.314453	28.910625	74.304596

2014-7-21	20:24:46	31.836668	12.457262	2.321965	2.343750	28.925320	74.617188

2014-7-21	20:25:16	32.030689	12.461202	2.344394	2.353516	29.213968	75.384727

2014-7-21	20:25:46	32.080578	12.449384	2.324326	2.346191	28.936426	75.267174

2014-7-21	20:26:16	32.078732	12.449383	2.281830	2.304688	28.407373	73.931450

2014-7-21	20:26:46	31.932756	12.431652	2.292454	2.316895	28.498985	73.984825

2014-7-21	20:27:16	32.043621	12.431654	2.339672	2.285156	29.085991	73.224678

2014-7-21	20:27:46	32.298626	12.419832	2.343213	2.189941	29.102314	70.732101

2014-7-21	20:28:16	32.237648	12.415893	2.325506	2.143555	28.873238	69.103165

2014-7-21	20:28:46	32.089817	12.409983	2.368003	2.141113	29.386875	68.707932

2014-7-21	20:29:16	32.056561	12.409983	2.343213	2.089844	29.079233	66.993202

2014-7-21	20:29:47	31.722097	12.409983	2.295995	2.111816	28.493258	66.991249

2014-7-21	20:30:17	31.116001	12.409983	2.350296	2.177734	29.167135	67.762383

2014-7-21	20:30:47	30.487734	12.408013	2.362101	2.116699	29.308979	64.533363

2014-7-21	20:31:17	30.110767	12.408013	2.342033	2.104492	29.059975	63.367874

2014-7-21	20:31:47	31.282309	12.408013	2.308980	2.006836	28.649855	62.778461

2014-7-21	20:32:17	31.062414	12.402103	2.333770	2.084961	28.943651	64.763924

2014-7-21	20:32:47	31.382088	12.388316	2.408139	2.023926	29.832785	63.515015

2014-7-21	20:33:17	32.102757	12.384376	2.384530	1.967773	29.530910	63.170952

2014-7-21	20:33:47	31.402422	12.366649	2.342033	1.953125	28.963099	61.332855

2014-7-21	20:34:17	30.934912	12.356799	2.373905	1.955566	29.333872	60.495274

2014-7-21	20:34:47	30.288166	12.350890	2.358559	1.887207	29.130304	57.160042

2014-7-21	20:35:17	31.365459	12.350890	2.353837	1.845703	29.071989	57.891327

2014-7-21	20:35:47	32.143410	12.350890	2.368003	1.767578	29.246944	56.815987

2014-7-21	20:36:17	31.916119	12.350890	2.331409	1.733398	28.794975	55.323349

2014-7-21	20:36:47	31.736881	12.350890	2.389251	1.711426	29.509382	54.315315

2014-7-21	20:37:17	31.546553	12.350890	2.321965	1.791992	28.678335	56.531178

2014-7-21	20:37:47	32.154499	12.350890	2.372725	1.765137	29.305265	56.757088

